"lemma","poscode","surface"
"単純温泉","19","単純温泉","アルカリ性単純温泉"
"二酸化炭素泉","19","単純炭酸泉","二酸化炭素泉","単純二酸化炭素泉","単純CO2泉"
"炭酸水素塩泉","19","重炭酸土類泉","炭酸水素塩泉","カルシウム（・マグネシウム）－炭酸水素塩泉","Ca(･Mg)-HCO3泉","純重炭酸土類泉","含炭酸－土類泉","含食塩－重炭酸土類泉","含芒硝－重炭酸土類泉","重曹泉","含炭酸－重曹泉","含食塩－重曹泉","含芒硝－重曹泉","含食塩・芒硝－重曹泉","含土類－重曹泉","含二酸化炭素－カルシウム（・マグネシウム）－炭酸水素塩泉","カルシウム（・マグネシウム）・ナトリウム－炭酸水素塩・塩化物泉","カルシウム（・マグネシウム）・ナトリウム－炭酸水素塩・硫酸塩泉","ナトリウム－炭酸水素塩泉","含二酸化炭素－ナトリウム－炭酸水素塩泉","ナトリウム－炭酸水素塩・塩化物泉","ナトリウム－炭酸水素塩・硫酸塩泉","ナトリウム－炭酸水素塩・塩化物・硫酸塩泉","ナトリウム・カルシウム（・マグネシウム）－炭酸水素塩泉","含CO2-Ca(･Mg)-HCO3泉","Ca(･Mg)･Na-HCO3･Cl泉","Ca(･Mg)･Na-HCO3･SO4泉","Na-HCO3泉","含CO2-Na-HCO3泉","Na-HCO3･Cl泉","Na-HCO3･SO4泉","Na-HCO3･Cl･SO4泉","Na･Ca(･Mg)-HCO3泉","純重曹泉"
"塩化物泉","19","食塩泉","塩化物泉","ナトリウム－塩化物泉","Na-Cl泉","純食塩泉","含炭酸－食塩泉","強食塩泉","弱食塩泉","含重曹－食塩泉","含芒硝－食塩泉","含芒硝－重曹－食塩泉","含塩化土類－食塩泉","含土類－食塩泉","含土類・石膏－食塩泉","含臭素・食塩泉","含二酸化炭素－ナトリウム－塩化物泉","ナトリウム－塩化物強塩泉","ナトリウム－塩化物泉","ナトリウム－塩化物・炭酸水素塩泉","ナトリウム－塩化物・硫酸塩泉","ナトリウム－塩化物・硫酸塩・炭酸水素塩泉","ナトリウム・マグネシウム（・カルシウム）－塩化物泉","ナトリウム・カルシウム（・マグネシウム）－塩化物・炭酸水素塩泉","ナトリウム・カルシウム－塩化物・炭酸水素塩泉・硫酸塩線","ナトリウム－塩化物泉","含CO2-Na-Cl泉","Na-Cl強塩泉","Na-Cl泉","Na-Cl･HCO3泉","Na-Cl･SO4泉","Na-Cl･SO4･HCO3泉","Na･Mg(･Ca)-Cl泉","Na･Ca(･Mg)-Cl･HCO3泉","Na･Ca-Cl･HCO3･SO4泉","Na-Cl泉","含ヨウ素－食塩泉","含臭素・ヨウ素－食塩泉","含ホウ酸－食塩泉"
"硫酸塩泉","19","SO4泉","硫酸塩泉","純硫酸塩泉","正苦味泉","芒硝泉","石膏泉","含食塩－芒硝泉","含食塩－石膏泉","含食塩－正苦味泉","マグネシウム－硫酸塩泉","ナトリウム－硫酸塩泉","カルシウム－硫酸塩泉","ナトリウム－硫酸塩・塩化物泉","カルシウム・ナトリウム－硫酸塩・塩化物泉","マグネシウム・ナトリウム－硫酸塩・塩化物泉","Mg-SO4泉","Na-SO4泉","Ca-SO4泉","Na-SO4･Cl泉","Ca･Na-SO4･Cl泉","Mg･Na-SO4･Cl泉"
"含鉄泉","19","鉄泉","含鉄泉","Fe泉","炭酸鉄泉","単純炭酸鉄泉","含炭素・鉄泉","土類炭酸鉄泉","含食塩－土類炭酸鉄泉","含芒硝－土類炭酸鉄泉","重曹炭酸鉄泉","含食塩－重曹炭酸鉄泉","含芒硝－重曹炭酸鉄泉","含食塩・芒硝－重曹炭酸鉄泉","含土類－重曹炭酸鉄泉","含食塩－炭酸鉄泉","含硫酸塩－炭酸鉄泉","緑礬泉","単純緑礬泉","酸性緑礬泉","含ヒ素緑礬泉","（鉄（Ⅱ）－炭酸水素塩泉）","単純鉄（Ⅱ）泉（炭酸水素塩型）","含鉄・二酸化炭素－カルシウム－炭酸水素塩泉","カルシウム（・マグネシウム）・鉄（Ⅱ）－炭酸水素塩泉","カルシウム（・マグネシウム）・ナトリウム・鉄（Ⅱ）－炭酸水素塩・塩化物泉","カルシウム（・マグネシウム）・ナトリウム・鉄（Ⅱ）－炭酸水素塩・硫酸塩泉","ナトリウム・鉄（Ⅱ）－炭酸水素塩泉","ナトリウム－鉄（Ⅱ）－炭酸水素塩・塩化物泉","ナトリウム・鉄（Ⅱ）－炭酸水素塩・硫酸塩泉","ナトリウム・鉄（Ⅱ）－炭酸水素塩・塩化物・硫酸塩泉","ナトリウム・カルシウム（・マグネシウム）・鉄（Ⅱ）－炭酸水素塩泉","ナトリウム・鉄（Ⅱ）－塩化物・炭酸水素塩泉","ナトリウム・鉄（Ⅱ）－硫酸塩・炭酸水素塩泉","（鉄（Ⅱ）－硫酸塩泉）","単純鉄泉（硫酸塩型）","酸性－鉄（Ⅱ）－硫酸塩泉","鉄（Ⅱ）－硫酸塩泉","（Fe(Ⅱ)-HCO3型）","単純Fe(Ⅱ)泉(HCO3型）","含Fe(Ⅱ)･CO2-Ca-HCO3泉","Ca(･Mg)･Fe(Ⅱ)-HCO3泉","Ca(･Mg)･Na･Fe(Ⅱ)-HCO3･Cl泉","Ca(･Mg)･Na･Fe(Ⅱ)-HCO3･SO4泉","Na･Fe(Ⅱ)-HCO3泉","Na･Fe(Ⅱ)-HCO3･Cl泉","Na･Fe(Ⅱ)-HCO3･SO4泉","Na･Fe(Ⅱ)-HCO3･Cl･SO4泉","Na･Ca(･Mg)･Fe(Ⅱ)-HCO3泉","Na･Fe(Ⅱ)-Cl･HCO3泉","Na･Fe(Ⅱ)-SO4･HCO3泉","(Fe(Ⅱ)-SO4泉）","単純Fe(Ⅱ)泉(SO4型）","酸性-Fe(Ⅱ)-SO4泉","Fe(Ⅱ)-SO4泉","含鉄（Ⅱ）－カルシウム（・マグネシウム）－炭酸水素塩泉","含鉄（Ⅱ）－カルシウム（・マグネシウム）・ナトリウム－炭酸水素塩・塩化物泉","含鉄（Ⅱ）－カルシウム（・マグネシウム）・ナトリウム－炭酸水素塩・硫酸塩泉","含鉄（Ⅱ）－ナトリウム－炭酸水素塩泉","含鉄（Ⅱ）－ナトリウム－炭酸水素塩・塩化物泉","含鉄（Ⅱ）－ナトリウム－炭酸水素塩・硫酸塩泉","含鉄（Ⅱ）－ナトリウム－炭酸水素塩・塩化物・硫酸塩泉","含鉄（Ⅱ）－ナトリウム・カルシウム（・マグネシウム）－炭酸水素塩泉","含鉄（Ⅱ）－ナトリウム－塩化物（・炭酸水素塩）泉","含鉄（Ⅱ）－ナトリウム－硫酸塩（・炭酸水素塩）泉","純土類炭酸鉄泉","含Fe(Ⅱ)-Ca(･Mg)･Na-HCO3･Cl泉","含Fe(Ⅱ)-Ca(･Mg)･Na-HCO3･SO4泉","純重曹・炭酸鉄泉","含Fe(Ⅱ)-Na-HCO3･Cl泉","含Fe(Ⅱ)-Na-HCO3･SO4泉","含Fe(Ⅱ)-Na-HCO3･Cl･SO4泉","含Fe(Ⅱ)-Na･Ca(･Mg)-HCO3泉","含Fe(Ⅱ)-Na-Cl(･HCO3)泉","含Fe(Ⅱ)-Na-SO4(･HCO3)泉","含Fe(Ⅱ)-Ca(･Mg)-HCO3泉","含Fe(Ⅱ)-Na-HCO3泉"
"含アルミニウム泉","19","含明礬・緑礬泉","含アルミニウム泉","アルミニウム・鉄（Ⅱ）－硫酸塩泉","Al･Fe(Ⅱ)-SO4泉","含鉄（Ⅱ）－アルミニウム－硫酸塩泉"
"含銅－鉄泉","19","含銅・酸性緑礬泉","含銅－鉄泉","酸性－含銅・鉄（Ⅱ）－硫酸塩泉","酸性･含Cu･Fe(Ⅱ)-SO4泉"
"硫黄泉","19","S泉","硫黄泉","単純硫黄泉","単純硫黄泉","単純S泉","含食塩－硫黄泉","含硫黄－ナトリウム－塩化物泉","含S-Na-Cl泉","含食塩重曹－硫黄泉","含硫黄－ナトリウム－塩化物・炭酸水素塩泉","含S-Na-Cl･HCO3泉","硫化水素泉","硫黄泉（硫化水素型）","S泉(H2S型)","単純硫化水素泉","単純硫黄泉（硫化水素型）","単純S泉(H2S型)","酸性硫化水素泉","酸性－含硫黄・（ナトリウム）－硫酸塩泉（硫化水素型)","酸性-含S(Na)-SO4泉(H2S型)","土類硫化水素泉","含硫黄－カルシウム（・マグネシウム）－炭酸水素塩泉（硫化水素型）","含S-Ca(･Mg)-HCO3泉(H2S型)","含食塩－土類硫化水素泉","含硫黄－カルシウム（・マグネシウム）・ナトリウム－炭酸水素塩・塩化物泉（硫化水素型）","含S-Ca(･Mg)･Na-HCO3･Cl泉(H2S型)","含石膏－土類硫化水素泉","含硫黄－カルシウム（・マグネシウム）－炭酸水素塩・硫酸塩泉（硫化水素型）","含S-Ca(･Mg)-HCO3･SO4泉(H2S型)","重曹硫化水素泉","含硫黄－ナトリウム－炭酸水素塩泉（硫化水素型）","含S-Na-HCO3泉(H2S型)","含芒硝－重曹硫化水素泉","含硫黄－ナトリウム－炭酸水素塩・硫酸塩泉（硫化水素型）","含S-Na-HCO3･SO4泉(H2S型)","食塩硫化水素泉","含硫黄－カルシウム硫酸塩泉（硫化水素型）","含S-Ca-SO4泉(H2S型)","塩化物硫化水素泉","塩化土類硫化水素泉","含硫黄－カルシウム（・マグネシウム）－塩化物泉（硫化水素型）","含S-Ca(･Mg)-Cl泉(H2S型)","含重曹－食塩硫化水素泉","含硫黄－ナトリウム－塩化物・炭酸水素塩泉（硫化水素型）","含S-Na-Cl･HCO3泉(H2S型)","含石膏－食塩硫化水素泉","含硫黄－ナトリウム・カルシウム－塩化物・硫酸塩泉（硫化水素型）","含S-Na･Ca-Cl･SO4泉(H2S型)","石膏硫化水素泉","含硫黄－カルシウム硫酸塩泉（硫化水素型）","含S-Ca-SO4泉(H2S型)","含食塩－芒硝硫化水素泉","含硫黄－ナトリウム－硫酸塩・塩化物泉（硫化水素型）","含S-Na-SO4･Cl泉(H2S型)","含食塩－石膏硫化水素泉","含硫黄－カルシウム・ナトリウム－硫酸塩・塩化物泉（硫化水素型）","含S-Ca･Na-SO4･Cl泉(H2S型)"
"酸性泉","19","単純酸性泉","酸性泉"
"放射能泉","19","単純弱放射能泉","放射能泉","単純弱Rn泉","単純放射能泉","単純Rn泉"
